MOL_ID	molecule_name	target_name
MOL000116	Nonanal	Alcohol dehydrogenase 1B
MOL000116	Nonanal	Alcohol dehydrogenase 1C
MOL000116	Nonanal	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL000116	Nonanal	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000116	Nonanal	Cytochrome P450-cam
MOL000117	Cymol	Sodium-dependent noradrenaline transporter
MOL000117	Cymol	Lysozyme
MOL000121	Decanal	Alcohol dehydrogenase 1B
MOL000121	Decanal	Alcohol dehydrogenase 1C
MOL001224	Tridecylene	Progesterone receptor
MOL001224	Tridecylene	Mineralocorticoid receptor
MOL000125	(-)-alpha-Pinene	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL000125	(-)-alpha-Pinene	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000125	(-)-alpha-Pinene	Cytochrome P450-cam
MOL001273	80-57-9	Muscarinic acetylcholine receptor M3
MOL001273	80-57-9	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL001273	80-57-9	Cytochrome P450-cam
MOL001273	80-57-9	Muscarinic acetylcholine receptor M2
MOL001306	o-Acetyl-p-cresol	Prostaglandin G/H synthase 1
MOL001306	o-Acetyl-p-cresol	Prostaglandin G/H synthase 2
MOL001306	o-Acetyl-p-cresol	Amine oxidase [flavin-containing] B
MOL001306	o-Acetyl-p-cresol	Lysozyme
MOL001306	o-Acetyl-p-cresol	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MOL001306	o-Acetyl-p-cresol	Progesterone receptor
MOL001306	o-Acetyl-p-cresol	Glucocorticoid receptor
MOL001306	o-Acetyl-p-cresol	Nuclear receptor coactivator 2
MOL001388	(+)-Ledol	Muscarinic acetylcholine receptor M3
MOL001388	(+)-Ledol	Muscarinic acetylcholine receptor M1
MOL001388	(+)-Ledol	Muscarinic acetylcholine receptor M2
MOL001388	(+)-Ledol	Gamma-aminobutyric acid receptor subunit alpha-1
MOL001388	(+)-Ledol	Alpha-1B adrenergic receptor
MOL001388	(+)-Ledol	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL001388	(+)-Ledol	Gamma-aminobutyric-acid receptor alpha-3 subunit
MOL001388	(+)-Ledol	Gamma-aminobutyric-acid receptor subunit alpha-6
MOL001578	Hypnon	Alcohol dehydrogenase 1B
MOL001578	Hypnon	Alcohol dehydrogenase 1C
MOL001578	Hypnon	Alcohol dehydrogenase 1A
MOL001578	Hypnon	Lysozyme
MOL001578	Hypnon	Bacillolysin
MOL001578	Hypnon	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MOL001578	Hypnon	Trypsin-3
MOL000162	beta-Chamigrene	Prostaglandin G/H synthase 2
MOL000162	beta-Chamigrene	Sodium-dependent noradrenaline transporter
MOL000162	beta-Chamigrene	Amine oxidase [flavin-containing] B
MOL000162	beta-Chamigrene	Nuclear receptor coactivator 2
MOL000162	beta-Chamigrene	Prostaglandin G/H synthase 1
MOL000162	beta-Chamigrene	Muscarinic acetylcholine receptor M3
MOL000162	beta-Chamigrene	Muscarinic acetylcholine receptor M1
MOL000162	beta-Chamigrene	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL000162	beta-Chamigrene	Retinoic acid receptor RXR-alpha
MOL000162	beta-Chamigrene	Gamma-aminobutyric-acid receptor alpha-3 subunit
MOL000162	beta-Chamigrene	Muscarinic acetylcholine receptor M2
MOL000162	beta-Chamigrene	Alpha-1B adrenergic receptor
MOL000162	beta-Chamigrene	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000162	beta-Chamigrene	Gamma-aminobutyric-acid receptor subunit alpha-6
MOL000162	beta-Chamigrene	Neuronal acetylcholine receptor subunit alpha-2
MOL000162	beta-Chamigrene	Neuronal acetylcholine receptor protein, alpha-7 chain
MOL000162	beta-Chamigrene	Gamma-aminobutyric-acid receptor alpha-5 subunit
MOL000162	beta-Chamigrene	Alpha-1A adrenergic receptor
MOL000162	beta-Chamigrene	Gamma-aminobutyric-acid receptor subunit alpha-4
MOL001640	NON	Phospholipase A2
MOL001640	NON	Alcohol dehydrogenase 1B
MOL001640	NON	Alcohol dehydrogenase 1C
MOL001640	NON	Ig gamma-1 chain C region
MOL001640	NON	3-oxoacyl-[acyl-carrier-protein] synthase 1
MOL001640	NON	Bacillolysin
MOL001788	adenine	Purine nucleoside phosphorylase
MOL001788	adenine	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MOL001788	adenine	Purine nucleoside phosphorylase deoD-type
MOL001788	adenine	Putative adenosylhomocysteinase 2
MOL000197	Myrcene	Alcohol dehydrogenase 1C
MOL000197	Myrcene	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000199	Safrol	Prostaglandin G/H synthase 1
MOL000199	Safrol	Muscarinic acetylcholine receptor M1
MOL000199	Safrol	Beta-1 adrenergic receptor
MOL000199	Safrol	Prostaglandin G/H synthase 2
MOL000199	Safrol	Alpha-2A adrenergic receptor
MOL000199	Safrol	Alpha-2C adrenergic receptor
MOL000199	Safrol	Sodium-dependent noradrenaline transporter
MOL000199	Safrol	Alpha-1A adrenergic receptor
MOL000199	Safrol	Muscarinic acetylcholine receptor M2
MOL000199	Safrol	Alpha-1B adrenergic receptor
MOL000199	Safrol	Sodium-dependent dopamine transporter
MOL000199	Safrol	Beta-2 adrenergic receptor
MOL000199	Safrol	Beta-lactamase
MOL000199	Safrol	Leukotriene A-4 hydrolase
MOL000199	Safrol	Amine oxidase [flavin-containing] B
MOL000199	Safrol	Amine oxidase [flavin-containing] A
MOL000199	Safrol	Alpha-2B adrenergic receptor
MOL000199	Safrol	Alpha-1D adrenergic receptor
MOL000199	Safrol	Cell division protein kinase 2
MOL000199	Safrol	Chymotrypsinogen B
MOL000199	Safrol	Lysozyme
MOL000202	Moslene	Prostaglandin G/H synthase 2
MOL000202	Moslene	Acetylcholinesterase
MOL000202	Moslene	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000202	Moslene	Dipeptidyl peptidase IV
MOL000202	Moslene	Alcohol dehydrogenase 1C
MOL000202	Moslene	Cytochrome P450-cam
MOL000202	Moslene	Alcohol dehydrogenase 1A
MOL000202	Moslene	Alcohol dehydrogenase 1B
MOL002029	()-Cuparene	Muscarinic acetylcholine receptor M3
MOL002029	()-Cuparene	Thrombin
MOL002029	()-Cuparene	Muscarinic acetylcholine receptor M1
MOL002029	()-Cuparene	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL002029	()-Cuparene	Acetylcholinesterase
MOL002029	()-Cuparene	Gamma-aminobutyric-acid receptor alpha-5 subunit
MOL002029	()-Cuparene	Gamma-aminobutyric-acid receptor alpha-3 subunit
MOL002029	()-Cuparene	Muscarinic acetylcholine receptor M2
MOL002029	()-Cuparene	Alpha-1B adrenergic receptor
MOL002029	()-Cuparene	Gamma-aminobutyric acid receptor subunit alpha-1
MOL002029	()-Cuparene	Dipeptidyl peptidase IV
MOL002029	()-Cuparene	Glutamate receptor 2
MOL002029	()-Cuparene	Gamma-aminobutyric-acid receptor subunit alpha-6
MOL002029	()-Cuparene	Prostaglandin G/H synthase 1
MOL002029	()-Cuparene	Dopamine D1 receptor
MOL002029	()-Cuparene	Sodium channel protein type 5 subunit alpha
MOL002029	()-Cuparene	Prostaglandin G/H synthase 2
MOL002029	()-Cuparene	Retinoic acid receptor RXR-alpha
MOL002029	()-Cuparene	Sodium-dependent noradrenaline transporter
MOL002029	()-Cuparene	Alpha-1A adrenergic receptor
MOL002029	()-Cuparene	Sodium-dependent dopamine transporter
MOL002029	()-Cuparene	Beta-2 adrenergic receptor
MOL002029	()-Cuparene	Sodium-dependent serotonin transporter
MOL002029	()-Cuparene	CGMP-inhibited 3',5'-cyclic phosphodiesterase A
MOL002029	()-Cuparene	Alpha-1D adrenergic receptor
MOL002029	()-Cuparene	Neuronal acetylcholine receptor subunit alpha-2
MOL002029	()-Cuparene	Estrogen receptor
MOL002029	()-Cuparene	Alpha-2A adrenergic receptor
MOL002033	cis-Thujopsene	Muscarinic acetylcholine receptor M3
MOL002033	cis-Thujopsene	Muscarinic acetylcholine receptor M2
MOL000206	isoeugenol	Prostaglandin G/H synthase 1
MOL000206	isoeugenol	Muscarinic acetylcholine receptor M3
MOL000206	isoeugenol	Muscarinic acetylcholine receptor M1
MOL000206	isoeugenol	Beta-1 adrenergic receptor
MOL000206	isoeugenol	Prostaglandin G/H synthase 2
MOL000206	isoeugenol	Nitric-oxide synthase, endothelial
MOL000206	isoeugenol	Alpha-2A adrenergic receptor
MOL000206	isoeugenol	Alpha-2C adrenergic receptor
MOL000206	isoeugenol	Sodium-dependent noradrenaline transporter
MOL000206	isoeugenol	Alpha-1A adrenergic receptor
MOL000206	isoeugenol	Alpha-1B adrenergic receptor
MOL000206	isoeugenol	Sodium-dependent dopamine transporter
MOL000206	isoeugenol	Beta-2 adrenergic receptor
MOL000206	isoeugenol	Alpha-1D adrenergic receptor
MOL000206	isoeugenol	Amine oxidase [flavin-containing] B
MOL000206	isoeugenol	Amine oxidase [flavin-containing] A
MOL000206	isoeugenol	Lysozyme
MOL000206	isoeugenol	Muscarinic acetylcholine receptor M2
MOL000206	isoeugenol	Leukotriene A-4 hydrolase
MOL000206	isoeugenol	Transcription factor p65
MOL000206	isoeugenol	Interleukin-2
MOL000206	isoeugenol	Nuclear factor of activated T-cells, cytoplasmic 3
MOL002098	3-Butylidene-7-hydroxyphthalide	Prostaglandin G/H synthase 1
MOL002098	3-Butylidene-7-hydroxyphthalide	Muscarinic acetylcholine receptor M1
MOL002098	3-Butylidene-7-hydroxyphthalide	Prostaglandin G/H synthase 2
MOL002098	3-Butylidene-7-hydroxyphthalide	Sodium-dependent noradrenaline transporter
MOL002098	3-Butylidene-7-hydroxyphthalide	Alpha-2B adrenergic receptor
MOL002098	3-Butylidene-7-hydroxyphthalide	Beta-2 adrenergic receptor
MOL002098	3-Butylidene-7-hydroxyphthalide	Sodium-dependent serotonin transporter
MOL002098	3-Butylidene-7-hydroxyphthalide	Gamma-aminobutyric acid receptor subunit alpha-1
MOL002098	3-Butylidene-7-hydroxyphthalide	Amine oxidase [flavin-containing] B
MOL002098	3-Butylidene-7-hydroxyphthalide	mRNA of PKA Catalytic Subunit C-alpha
MOL002102	Levistolid A	Progesterone receptor
MOL002102	Levistolid A	Glucocorticoid receptor
MOL002102	Levistolid A	Nuclear receptor coactivator 2
MOL002102	Levistolid A	Nuclear receptor coactivator 1
MOL002111	BdPh	Prostaglandin G/H synthase 1
MOL002111	BdPh	Muscarinic acetylcholine receptor M3
MOL002111	BdPh	Muscarinic acetylcholine receptor M1
MOL002111	BdPh	Beta-1 adrenergic receptor
MOL002111	BdPh	Sodium channel protein type 5 subunit alpha
MOL002111	BdPh	Prostaglandin G/H synthase 2
MOL002111	BdPh	Alpha-2A adrenergic receptor
MOL002111	BdPh	Alpha-2C adrenergic receptor
MOL002111	BdPh	CGMP-inhibited 3',5'-cyclic phosphodiesterase A
MOL002111	BdPh	5-hydroxytryptamine 2A receptor
MOL002111	BdPh	Sodium-dependent noradrenaline transporter
MOL002111	BdPh	Alpha-1A adrenergic receptor
MOL002111	BdPh	Muscarinic acetylcholine receptor M2
MOL002111	BdPh	Alpha-2B adrenergic receptor
MOL002111	BdPh	Alpha-1B adrenergic receptor
MOL002111	BdPh	Sodium-dependent dopamine transporter
MOL002111	BdPh	Beta-2 adrenergic receptor
MOL002111	BdPh	Sodium-dependent serotonin transporter
MOL002111	BdPh	Gamma-aminobutyric acid receptor subunit alpha-1
MOL002111	BdPh	Amine oxidase [flavin-containing] B
MOL002111	BdPh	Amine oxidase [flavin-containing] A
MOL002111	BdPh	mRNA of PKA Catalytic Subunit C-alpha
MOL002111	BdPh	Retinoic acid receptor RXR-alpha
MOL002111	BdPh	cAMP-dependent protein kinase inhibitor alpha
MOL002143	senkyunolide-C	Prostaglandin G/H synthase 1
MOL002143	senkyunolide-C	Muscarinic acetylcholine receptor M1
MOL002143	senkyunolide-C	Prostaglandin G/H synthase 2
MOL002143	senkyunolide-C	Muscarinic acetylcholine receptor M2
MOL002143	senkyunolide-C	Alpha-2B adrenergic receptor
MOL002143	senkyunolide-C	Beta-2 adrenergic receptor
MOL002143	senkyunolide-C	Sodium-dependent serotonin transporter
MOL002143	senkyunolide-C	Gamma-aminobutyric acid receptor subunit alpha-1
MOL002143	senkyunolide-C	Amine oxidase [flavin-containing] B
MOL002143	senkyunolide-C	mRNA of PKA Catalytic Subunit C-alpha
MOL002143	senkyunolide-C	cAMP-dependent protein kinase inhibitor alpha
MOL002144	senkyunolide-D	Prostaglandin G/H synthase 2
MOL002144	senkyunolide-D	Nitric-oxide synthase, endothelial
MOL002144	senkyunolide-D	Gamma-aminobutyric acid receptor subunit alpha-1
MOL002144	senkyunolide-D	Glutamate receptor 2
MOL002144	senkyunolide-D	Gamma-aminobutyric-acid receptor subunit alpha-6
MOL002145	senkyunolide-E	Prostaglandin G/H synthase 1
MOL002145	senkyunolide-E	Muscarinic acetylcholine receptor M1
MOL002145	senkyunolide-E	Sodium channel protein type 5 subunit alpha
MOL002145	senkyunolide-E	Prostaglandin G/H synthase 2
MOL002145	senkyunolide-E	Sodium-dependent noradrenaline transporter
MOL002145	senkyunolide-E	Alpha-2B adrenergic receptor
MOL002145	senkyunolide-E	Beta-2 adrenergic receptor
MOL002145	senkyunolide-E	Sodium-dependent serotonin transporter
MOL002145	senkyunolide-E	Gamma-aminobutyric acid receptor subunit alpha-1
MOL002145	senkyunolide-E	Amine oxidase [flavin-containing] B
MOL002145	senkyunolide-E	mRNA of PKA Catalytic Subunit C-alpha
MOL002184	(6R)-6-butylcyclohepta-1,4-diene	Prostaglandin G/H synthase 2
MOL002184	(6R)-6-butylcyclohepta-1,4-diene	Alcohol dehydrogenase 1C
MOL002201	cis-ligustilide	Prostaglandin G/H synthase 2
MOL002201	cis-ligustilide	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000023	Hemo-sol	Prostaglandin G/H synthase 2
MOL000023	Hemo-sol	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000023	Hemo-sol	Alcohol dehydrogenase 1B
MOL000023	Hemo-sol	Alcohol dehydrogenase 1C
MOL000023	Hemo-sol	Cytochrome P450-cam
MOL000023	Hemo-sol	Nuclear receptor coactivator 2
MOL000023	Hemo-sol	Nuclear receptor coactivator 1
MOL000023	Hemo-sol	Muscarinic acetylcholine receptor M2
MOL000023	Hemo-sol	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL000023	Hemo-sol	Muscarinic acetylcholine receptor M1
MOL000023	Hemo-sol	Gamma-aminobutyric-acid receptor alpha-5 subunit
MOL000023	Hemo-sol	Gamma-aminobutyric-acid receptor alpha-3 subunit
MOL000023	Hemo-sol	Ig gamma-1 chain C region
MOL000023	Hemo-sol	Gamma-aminobutyric-acid receptor subunit alpha-6
MOL000232	()-alpha-Terpineol	Muscarinic acetylcholine receptor M3
MOL000232	()-alpha-Terpineol	Muscarinic acetylcholine receptor M1
MOL000232	()-alpha-Terpineol	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL000232	()-alpha-Terpineol	Gamma-aminobutyric-acid receptor alpha-5 subunit
MOL000232	()-alpha-Terpineol	Sodium-dependent noradrenaline transporter
MOL000232	()-alpha-Terpineol	Alpha-1A adrenergic receptor
MOL000232	()-alpha-Terpineol	Gamma-aminobutyric-acid receptor alpha-3 subunit
MOL000232	()-alpha-Terpineol	Muscarinic acetylcholine receptor M2
MOL000232	()-alpha-Terpineol	Alpha-1B adrenergic receptor
MOL000232	()-alpha-Terpineol	Sodium-dependent dopamine transporter
MOL000232	()-alpha-Terpineol	Gamma-aminobutyric acid receptor subunit alpha-1
MOL000232	()-alpha-Terpineol	Ig gamma-1 chain C region
MOL000232	()-alpha-Terpineol	Amine oxidase [flavin-containing] B
MOL000232	()-alpha-Terpineol	Amine oxidase [flavin-containing] A
MOL000232	()-alpha-Terpineol	Gamma-aminobutyric-acid receptor subunit alpha-6
MOL000232	()-alpha-Terpineol	Beta-1 adrenergic receptor
MOL000232	()-alpha-Terpineol	Retinoic acid receptor RXR-alpha
MOL000232	()-alpha-Terpineol	CGMP-inhibited 3',5'-cyclic phosphodiesterase A
MOL000232	()-alpha-Terpineol	5-hydroxytryptamine 2A receptor
MOL000232	()-alpha-Terpineol	Beta-2 adrenergic receptor
MOL000232	()-alpha-Terpineol	Sodium-dependent serotonin transporter
MOL002480	Methylbutenol	Prostaglandin G/H synthase 1
MOL002480	Methylbutenol	4-aminobutyrate aminotransferase, mitochondrial
MOL002480	Methylbutenol	Gamma-aminobutyric-acid receptor alpha-2 subunit
MOL002480	Methylbutenol	Glycine receptor alpha-1 chain
MOL002480	Methylbutenol	Gamma-aminobutyric acid receptor subunit alpha-1
MOL002480	Methylbutenol	Cathepsin D
MOL002480	Methylbutenol	Neutrophil collagenase
MOL002480	Methylbutenol	Cholinesterase
MOL002480	Methylbutenol	Xanthine dehydrogenase/oxidase
MOL002480	Methylbutenol	Elastase 1
MOL002480	Methylbutenol	Alcohol dehydrogenase 1B
MOL002480	Methylbutenol	Alcohol dehydrogenase 1C
MOL002480	Methylbutenol	Catalase
MOL002480	Methylbutenol	Sigma factor sigB regulation protein rsbQ
MOL002480	Methylbutenol	Cytochrome P450-cam
MOL002480	Methylbutenol	Aspartate aminotransferase
MOL002480	Methylbutenol	Ferrichrome-iron receptor
MOL002480	Methylbutenol	Histidinol dehydrogenase
MOL002480	Methylbutenol	Formate acetyltransferase 1
MOL002480	Methylbutenol	Alanine racemase
MOL002480	Methylbutenol	Gag-Pol polyprotein
MOL002480	Methylbutenol	Monomeric sarcosine oxidase
MOL002480	Methylbutenol	Bacillolysin
MOL002480	Methylbutenol	Haloalkane dehalogenase
MOL002480	Methylbutenol	Gamma-aminobutyraldehyde dehydrogenase
MOL002480	Methylbutenol	2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase
MOL002480	Methylbutenol	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MOL002480	Methylbutenol	Phosphotriesterase
MOL002480	Methylbutenol	Coagulation factor XIII A chain
MOL002480	Methylbutenol	Serine--pyruvate aminotransferase
MOL002480	Methylbutenol	Alanine aminotransferase 1
MOL002480	Methylbutenol	Cystathionine gamma-lyase
MOL002480	Methylbutenol	Glycine N-methyltransferase
MOL002480	Methylbutenol	Choline dehydrogenase, mitochondrial
MOL002480	Methylbutenol	Alanine--glyoxylate aminotransferase 2, mitochondrial
MOL002480	Methylbutenol	Glycine amidinotransferase, mitochondrial
MOL002480	Methylbutenol	Proton-coupled amino acid transporter 1
MOL002480	Methylbutenol	Triosephosphate isomerase
MOL002480	Methylbutenol	NAD-dependent malic enzyme, mitochondrial
MOL002480	Methylbutenol	Trypsin-3
MOL002480	Methylbutenol	Gamma-aminobutyric-acid receptor alpha-3 subunit
MOL002480	Methylbutenol	Beta-galactosidase
MOL002480	Methylbutenol	Adenylosuccinate synthetase
MOL002480	Methylbutenol	Beta-lactamase SHV-1 precursor
MOL002480	Methylbutenol	Beta-lactamase SHV-1
MOL002480	Methylbutenol	Sensor protein fixL
